First Launched,Last Used,Location ID,Location Name,Neighbourhood,City,Region,Latitude,Longitude,,Notes:
8/12/11 16:00,,271,Brentwood SkyTrain,Brentwood,Burnaby,Lower Mainland,49.265893,-123.000466,,
8/5/11 12:00,,270,Athletes' Village,False Creek,Vancouver,Lower Mainland,49.270951,-123.108685,,
6/28/11 3:00,,268,Waterloo Vancity,Kitsilano,Vancouver,Lower Mainland,49.264631,-123.17934,,
5/26/11 12:30,,267,The Hollies,Kerrisdale,Vancouver,Lower Mainland,49.227488,-123.154605,,
5/24/11 18:00,,266,Trutch & W 12th,Kitsilano,Vancouver,Lower Mainland,49.261861,-123.175964,,
3/4/11 8:00,,265,Richards & Drake,Downtown Vancouver,Vancouver,Lower Mainland,49.274912,-123.125601,,
2/26/11 6:00,,264,Mole Hill,West End,Vancouver,Lower Mainland,49.282352,-123.131017,,
2/1/11 0:00,,263,Capitol Residences,Downtown Vancouver,Vancouver,Lower Mainland,49.280289,-123.119498,,
1/21/11 15:00,,259,Marinaside,Yaletown,Vancouver,Lower Mainland,49.272761,-123.120217,,
1/2/11 8:00,,262,City Square,Fairview,Vancouver,Lower Mainland,49.261293,-123.117416,,
11/24/10 4:30,,261,Walter Hardwick - London Drugs,False Creek,Vancouver,Lower Mainland,49.271023,-123.105122,,
10/16/10 11:00,,260,Paloma,Grandview-Woodland,Vancouver,Lower Mainland,49.267822,-123.07133,,
7/7/10 0:30,,257,The Dogwood,West End,Vancouver,Lower Mainland,49.291363,-123.142602,,
6/30/10 16:00,,256,Alderwood,Mount Pleasant,Vancouver,Lower Mainland,49.25758,-123.104123,,
6/30/10 14:00,,255,MacLean Park,Strathcona,Vancouver,Lower Mainland,49.278382,-123.088675,,
6/17/10 0:30,,254,Trout Lake,Kensington-Cedar Cottage,Vancouver,Lower Mainland,49.256819,-123.065703,,
6/15/10 11:30,6/30/10 23:00,245,Citadel Parade,Downtown Vancouver,Vancouver,Lower Mainland,49.279067,-123.110609,,
6/11/10 15:30,,253,W 10th & Hemlock,Fairview,Vancouver,Lower Mainland,49.262586,-123.135329,,
6/4/10 6:30,,252,Eight Oaks,South Cambie,Vancouver,Lower Mainland,49.252764,-123.115304,,
5/18/10 13:30,,251,David Lam Park,Yaletown,Vancouver,Lower Mainland,49.273278,-123.124471,,
5/12/10 15:00,,249,The Windsor,West End,Vancouver,Lower Mainland,49.291068,-123.140033,,
5/12/10 15:00,,250,Albatross,Kitsilano,Vancouver,Lower Mainland,49.269066,-123.155781,,
5/12/10 14:00,,248,Harbourview,West End,Vancouver,Lower Mainland,49.293004,-123.136591,,
5/12/10 2:00,,247,Grant & Commercial,Grandview-Woodland,Vancouver,Lower Mainland,49.271387,-123.070239,,
5/6/10 4:30,12/3/13 8:00,246,Gateway SkyTrain (parkade),Surrey City Centre,Surrey,Lower Mainland,49.198377,-122.851091,,
4/30/10 8:30,2/1/16 13:00,244,The Cultch,Grandview-Woodland,Vancouver,Lower Mainland,49.277002,-123.065892,,
4/8/10 4:00,8/13/10 10:30,243,Premier & Old Lillooet,Lynn Creek,North Vancouver,Lower Mainland,49.313337,-123.027818,,
3/18/10 11:30,5/26/11 12:30,242,W 15th & Maple,Kitsilano,Vancouver,Lower Mainland,49.2582,-123.150045,,
3/17/10 15:00,,241,King Edward SkyTrain,South Cambie,Vancouver,Lower Mainland,49.250105,-123.115583,,
1/7/10 23:00,8/12/14 16:30,240,1529 Comox @ Nicola,West End,Vancouver,Lower Mainland,49.286607,-123.135562,,
12/17/09 2:30,5/4/10 23:00,239,Sandlewood,Tsawwassen,Tsawwassen,Lower Mainland,49.032885,-123.06655,,
12/2/09 15:00,2/11/11 16:00,236,Metropolitan Towers,Downtown Vancouver,Vancouver,Lower Mainland,49.278908,-123.12081,,
11/23/09 15:00,,237,E 11th & Fraser,Mount Pleasant,Vancouver,Lower Mainland,49.260604,-123.090148,,
11/4/09 14:00,,235,Sasamat & W 14th,West Point Grey,Vancouver,Lower Mainland,49.260053,-123.20928,,
10/14/09 2:30,1/31/12 17:30,234,Georgia & Richards,Downtown Vancouver,Vancouver,Lower Mainland,49.281045,-123.116701,,
10/12/09 5:30,12/3/10 13:00,232,Old Nanaimo City Hall,Nanaimo City Centre,Nanaimo,Nanaimo,49.1635,-123.937874,,
9/15/09 13:00,,231,Commercial Street Cafe,Kensington-Cedar Cottage,Vancouver,Lower Mainland,49.252537,-123.068397,,
8/31/09 7:00,,229,Emerald Terrace,West End,Vancouver,Lower Mainland,49.291703,-123.141599,,
8/12/09 0:30,2/3/14 8:00,228,Marine Drive Station,Marpole,Vancouver,Lower Mainland,49.209554,-123.117246,,
8/11/09 16:00,4/18/13 13:00,225,Alder & W 10th,Fairview,Vancouver,Lower Mainland,49.262125,-123.131005,,
8/11/09 5:00,7/7/10 0:30,226,Flamingo,West End,Vancouver,Lower Mainland,49.290523,-123.144983,,
8/10/09 8:30,,227,McGill Park,Grandview-Woodland,Vancouver,Lower Mainland,49.288448,-123.057048,,
7/1/09 20:00,,224,Wesbrook Discovery Centre,Wesbrook Place,UBC,Lower Mainland,49.252971,-123.233662,,
5/1/09 5:00,7/13/10 17:00,223,Brockton House,West End,Vancouver,Lower Mainland,49.290307,-123.132363,,
4/8/09 16:30,,220,Marlborough Tower,Central Lonsdale,North Vancouver,Lower Mainland,49.321451,-123.074376,,
2/24/09 10:00,11/10/10 4:00,219,Alexander & Columbia,Downtown Vancouver,Vancouver,Lower Mainland,49.283781,-123.101863,,
1/12/09 13:00,,218,Oxford & Templeton,Grandview-Woodland,Vancouver,Lower Mainland,49.285678,-123.058656,,
1/6/09 10:30,1/15/16 15:00,217,E 33rd & Main,Riley Park,Vancouver,Lower Mainland,49.240606,-123.100949,,
12/2/08 15:00,,216,English Bay,West End,Vancouver,Lower Mainland,49.286636,-123.14144,,
10/25/08 22:30,10/9/09 5:30,215,Islands - Comox,Comox,Comox,Comox Valley,49.672936,-124.927436,,
9/24/08 14:00,3/4/11 8:00,212,SFU Madge Hogarth,SFU,Burnaby,Lower Mainland,49.280515,-122.922903,,
9/15/08 18:00,1/29/09 11:30,214,Hollyburn Plaza,Ambleside,West Vancouver,Lower Mainland,49.328474,-123.162105,,
9/11/08 23:30,,213,Skyline,Fairview,Vancouver,Lower Mainland,49.260775,-123.134551,,
8/15/08 8:00,,222,City Hall - Yukon & 12th Ave,Mount Pleasant,Vancouver,Lower Mainland,49.26065,-123.11333,,
6/1/08 12:00,4/30/10 11:00,205,Bay Street,Horseshoe Bay,West Vancouver,Lower Mainland,49.375088,-123.27561,,
5/30/08 16:00,,211,Grandview Elementary,Grandview-Woodland,Vancouver,Lower Mainland,49.265949,-123.073536,,
5/16/08 14:30,,208,Modo Office Parkade,Downtown Vancouver,Vancouver,Lower Mainland,49.284142,-123.113716,,
5/15/08 15:30,,210,Heather & W 12th,Fairview,Vancouver,Lower Mainland,49.260077,-123.119742,,
5/13/08 12:00,,209,Keenleyside/Pathways,Wesbrook Place,UBC,Lower Mainland,49.25441,-123.232642,,
5/2/08 17:00,,207,Gaston @ Crowley,Renfrew-Collingwood,Vancouver,Lower Mainland,49.236766,-123.030427,,
4/22/08 15:00,,206,Templeton Park,Grandview-Woodland,Vancouver,Lower Mainland,49.277705,-123.063679,,
4/11/08 12:30,12/2/08 4:00,204,Hood Point,Horseshoe Bay,West Vancouver,Lower Mainland,49.374381,-123.275541,,
3/25/08 13:00,,201,HighGate Village,Edmonds,Burnaby,Lower Mainland,49.219364,-122.956383,,
3/17/08 0:00,11/16/12 10:00,200,Quantum (Columbia SkyTrain),Downtown New Westminster,New Westminster,Lower Mainland,49.204186,-122.908087,,
3/4/08 0:30,6/30/10 14:00,203,Ontario & 18th,Riley Park,Vancouver,Lower Mainland,49.254967,-123.105106,,
2/29/08 6:00,,202,VCC Downtown,Downtown Vancouver,Vancouver,Lower Mainland,49.281224,-123.109744,,
2/27/08 9:00,,182,W 3rd & Burrard,Kitsilano,Vancouver,Lower Mainland,49.268945,-123.147029,,
2/22/08 11:30,,199,Ace of Suedes,Grandview-Woodland,Vancouver,Lower Mainland,49.277132,-123.069894,,
2/15/08 17:30,6/28/11 13:30,197,Waterloo & W 6th,Kitsilano,Vancouver,Lower Mainland,49.266945,-123.179787,,
2/15/08 17:30,,198,Talishan Woods,Grandview-Woodland,Vancouver,Lower Mainland,49.268734,-123.072576,,
2/13/08 9:30,4/30/13 16:30,196,Lakewood & E 7th,Grandview-Woodland,Vancouver,Lower Mainland,49.264215,-123.061953,,
2/1/08 19:30,,195,Mathew Court,West End,Vancouver,Lower Mainland,49.285109,-123.13258,,
1/17/08 3:30,,194,W 18th & Yukon,Riley Park,Vancouver,Lower Mainland,49.254386,-123.112669,,
12/20/07 14:30,,193,Lonsdale Quay,Lower Lonsdale,North Vancouver,Lower Mainland,49.310949,-123.080664,,
12/13/07 21:00,,191,Haro Villa,West End,Vancouver,Lower Mainland,49.285064,-123.126821,,
12/8/07 3:30,5/12/10 15:00,186,Hollybush,Kitsilano,Vancouver,Lower Mainland,49.266433,-123.154497,,
12/6/07 14:00,,192,Willingdon Safeway,Burnaby Heights,Burnaby,Lower Mainland,49.280795,-123.005444,,
12/1/07 12:30,,190,Walnut,Kitsilano,Vancouver,Lower Mainland,49.274237,-123.148871,,
12/1/07 3:00,4/1/10 4:00,181,Sundowner,West End,Vancouver,Lower Mainland,49.287852,-123.139741,,
11/30/07 16:00,,183,Ecole Bilingue,Fairview,Vancouver,Lower Mainland,49.257779,-123.129889,,
11/13/07 13:30,11/16/09 12:00,187,Edgemont Village,Upper Capilano,North Vancouver,Lower Mainland,49.337277,-123.103084,,
11/12/07 14:30,9/11/12 12:00,189,W 10th & Larch,Kitsilano,Vancouver,Lower Mainland,49.263031,-123.162204,,
11/8/07 5:00,5/31/12 17:00,185,Granville & W 70th,Marpole,Vancouver,Lower Mainland,49.209023,-123.140934,,
11/1/07 11:30,4/17/12 9:00,188,North Van District Hall,Delbrook / Upper Lonsdale,North Vancouver,Lower Mainland,49.336285,-123.077396,,
11/1/07 0:30,,145,Atira,Downtown Vancouver,Vancouver,Lower Mainland,49.282479,-123.101963,,
10/24/07 9:30,,176,Seaside Plaza,Kitsilano,Vancouver,Lower Mainland,49.270763,-123.158029,,
10/19/07 13:00,4/7/11 23:30,184,China Creek North Park,Mount Pleasant,Vancouver,Lower Mainland,49.264477,-123.085214,,
10/18/07 13:00,,179,Frog Hollow,Hastings-Sunrise,Vancouver,Lower Mainland,49.265472,-123.04443,,
10/18/07 13:00,2/3/15 6:30,180,Still Creek,Brentwood,Burnaby,Lower Mainland,49.258509,-123.011032,,
10/12/07 5:30,,221,Burnaby Green,Edmonds,Burnaby,Lower Mainland,49.207802,-122.963426,,
9/21/07 14:00,,177,Hamilton Square,Yaletown,Vancouver,Lower Mainland,49.277562,-123.118511,,
9/18/07 0:30,8/10/09 8:30,178,Cambridge & Penticton,Hastings-Sunrise,Vancouver,Lower Mainland,49.28676,-123.052771,,
9/10/07 18:30,,175,Barclay Place,West End,Vancouver,Lower Mainland,49.291753,-123.139242,,
7/27/07 15:30,6/4/10 6:30,173,Ash & W 21st,South Cambie,Vancouver,Lower Mainland,49.252256,-123.118364,,
7/8/07 19:30,,172,Kitchener,Grandview-Woodland,Vancouver,Lower Mainland,49.272091,-123.072182,,
6/17/07 8:00,1/2/09 14:30,171,Chancellor Hall,Main Campus,UBC,Lower Mainland,49.27165,-123.250098,,
6/1/07 18:30,,170,Casa Bella,West End,Vancouver,Lower Mainland,49.287376,-123.130363,,
6/1/07 17:00,,169,1869 Parker @ Victoria,Grandview-Woodland,Vancouver,Lower Mainland,49.275764,-123.066248,,
5/16/07 17:30,,168,SFU Verdant,SFU,Burnaby,Lower Mainland,49.279412,-122.906113,,
5/3/07 13:30,,166,W 8th & Stephens,Kitsilano,Vancouver,Lower Mainland,49.26492,-123.166123,,
5/3/07 13:00,2/24/09 10:00,160,Martinique - 1100 Harwood,West End,Vancouver,Lower Mainland,49.278884,-123.134001,,
5/3/07 5:00,,167,El Presidente,West End,Vancouver,Lower Mainland,49.284292,-123.138464,,
5/1/07 14:00,,165,W 11th & Columbia,Mount Pleasant,Vancouver,Lower Mainland,49.261184,-123.109829,,
4/27/07 18:00,,163,1400 Richards @ Pacific,Yaletown,Vancouver,Lower Mainland,49.273311,-123.128266,,
4/27/07 17:00,,161,Pine & W 12th,Fairview,Vancouver,Lower Mainland,49.260593,-123.143489,,
4/19/07 5:00,,159,Electric Avenue/Scotia Theatre,Downtown Vancouver,Vancouver,Lower Mainland,49.281669,-123.124406,,
4/17/07 19:30,,162,Civic Plaza,Downtown Vancouver,Vancouver,Lower Mainland,49.287148,-123.1151,,
4/16/07 17:00,12/17/09 2:30,164,Oliva,Tsawwassen,Tsawwassen,Lower Mainland,49.025027,-123.07291,,
3/26/07 11:00,4/9/13 11:00,158,510 Nicola @ Cardero's,Coal Harbour,Vancouver,Lower Mainland,49.290744,-123.127476,,
3/16/07 16:30,,157,Bayswater & W 5th,Kitsilano,Vancouver,Lower Mainland,49.267017,-123.170793,,
3/13/07 12:00,1/11/16 15:00,156,1339 Barclay @ Jervis,West End,Vancouver,Lower Mainland,49.286311,-123.131016,,
3/13/07 11:00,,155,Ash & Fourth Avenue,Uptown,New Westminster,Lower Mainland,49.208684,-122.919482,,
3/9/07 16:30,,154,Denman Place Mall,West End,Vancouver,Lower Mainland,49.288607,-123.139036,,
2/20/07 5:30,,153,Hendry House,West End,Vancouver,Lower Mainland,49.28186,-123.134841,,
2/14/07 5:00,,152,Ontario & 12th,Mount Pleasant,Vancouver,Lower Mainland,49.260026,-123.104736,,
1/24/07 11:30,,151,St. Andrews & E 3rd,Lower Lonsdale,North Vancouver,Lower Mainland,49.310684,-123.071173,,
1/8/07 14:00,3/5/10 9:30,150,W 9th & Discovery,West Point Grey,Vancouver,Lower Mainland,49.264599,-123.203361,,
1/1/07 0:00,,292,Dude Chilling Park,Mount Pleasant,Vancouver,Lower Mainland,49.264498,-123.096262,,
12/20/06 12:30,,141,Willow & W 7th,Fairview,Vancouver,Lower Mainland,49.26491,-123.121845,,
11/29/06 2:00,,149,Carolina,Mount Pleasant,Vancouver,Lower Mainland,49.263205,-123.091099,,
11/9/06 5:30,7/28/14 13:00,148,Big Billboard,Downtown Vancouver,Vancouver,Lower Mainland,49.277129,-123.129053,,
11/3/06 10:30,6/21/12 21:00,147,E 46th & Sophia,Sunset,Vancouver,Lower Mainland,49.22835,-123.100085,,
10/30/06 14:00,,146,Lakeview Place,Kensington-Cedar Cottage,Vancouver,Lower Mainland,49.26038,-123.06432,,
10/27/06 18:00,1/21/11 15:00,144,1090 Pacific Boulevard,Downtown Vancouver,Vancouver,Lower Mainland,49.274339,-123.118211,,
9/6/06 9:00,,143,Tea Swamp Park,Mount Pleasant,Vancouver,Lower Mainland,49.256823,-123.098524,,
9/5/06 11:30,,142,W 1st & Yew,Kitsilano,Vancouver,Lower Mainland,49.270776,-123.154112,,
8/1/06 9:00,,140,Granville Island,False Creek,Vancouver,Lower Mainland,49.268438,-123.136953,,
6/29/06 15:30,,139,Alberni Market,West End,Vancouver,Lower Mainland,49.28516,-123.124561,,
6/27/06 11:30,,138,Camelot,West End,Vancouver,Lower Mainland,49.292413,-123.136069,,
6/21/06 15:30,,137,2360 Yew @ W 8th,Kitsilano,Vancouver,Lower Mainland,49.265102,-123.15505,,
6/12/06 14:30,4/19/13 13:00,136,E 10th & Prince Albert,Mount Pleasant,Vancouver,Lower Mainland,49.261713,-123.095766,,
6/9/06 15:00,,135,675 Salsbury,Grandview-Woodland,Vancouver,Lower Mainland,49.278711,-123.068333,,
6/9/06 14:30,9/15/09 13:00,134,Victoria Diversion (OLD),Kensington-Cedar Cottage,Vancouver,Lower Mainland,49.253602,-123.068038,,
6/9/06 10:00,,132,Fraser Hall,East Campus,UBC,Lower Mainland,49.261266,-123.240644,,
6/2/06 19:30,,133,Patterson SkyTrain,Metrotown,Burnaby,Lower Mainland,49.229081,-123.012156,,
5/23/06 8:30,8/11/09 5:00,131,Birch & W 10th,Fairview,Vancouver,Lower Mainland,49.263086,-123.133843,,
5/19/06 16:30,,130,Dunbar & W 5th,Kitsilano,Vancouver,Lower Mainland,49.267625,-123.183736,,
5/12/06 16:00,,129,Lord Strathcona,Strathcona,Vancouver,Lower Mainland,49.280236,-123.092505,,
5/12/06 14:30,9/14/12 18:30,127,Tidal Flats Co-op,Grandview-Woodland,Vancouver,Lower Mainland,49.27484,-123.075875,,
5/11/06 23:30,9/30/13 14:00,128,E 3rd & Semlin,Grandview-Woodland,Vancouver,Lower Mainland,49.267672,-123.063923,,
4/21/06 5:30,,126,W 11th & Trafalgar,Kitsilano,Vancouver,Lower Mainland,49.262206,-123.165156,,
4/20/06 17:00,6/8/09 14:30,125,E 6th & McLean,Grandview-Woodland,Vancouver,Lower Mainland,49.265228,-123.07683,,
4/19/06 10:00,,124,Ontario & King Edward,Riley Park,Vancouver,Lower Mainland,49.249277,-123.104746,,
4/7/06 0:30,11/4/09 14:00,123,Courtenay & W 13th,West Point Grey,Vancouver,Lower Mainland,49.261256,-123.200075,,
1/25/06 11:00,,114,Vancity North Road,Lougheed,Burnaby,Lower Mainland,49.24803,-122.893238,,
1/9/06 11:00,,122,Vine & W 43rd,Kerrisdale,Vancouver,Lower Mainland,49.23234,-123.159335,,
1/6/06 14:00,,121,Dunkirk & W King Edward,Dunbar-Southlands,Vancouver,Lower Mainland,49.249662,-123.183453,,
12/8/05 12:30,,119,WISE Hall,Grandview-Woodland,Vancouver,Lower Mainland,49.277549,-123.066938,,
12/8/05 11:00,5/12/10 14:00,117,West Coast,West End,Vancouver,Lower Mainland,49.290426,-123.138188,,
